review
save file offline app tell update google drive already late version app fix need school note try uninstall reinstall app still give issue
app become troublesome user able switch account say unable switch account try later hate app
try download file make offline keep tell update google drive tothe late version late version even checked twice hae late version late refeshed app try keep say update even late fix bug someth
class
already save file many time file still save
unable download file offline
professor suddenly decide gon use app even get start tell add gmail google classroom try use another account result last semester gon begin soon stress try log use mum phone still get result help already inform prof really need fix soon
suck
suck
use someth call paper assignment way easy write paper write slide doc etc get thing turn paper todo list confuse always due date assignment people know actually miss
previously edit pdf doc file draw stylus right file press save app save change new file right near student original file student able see note edit file work anymore month press save app noth try clear app cache clear app data reinstall app noth help several colleague face problem take issue seriously
add notification remind turn work memory problem constant task teacher late pas work
download file offline use even google drive classroom update
unable save assignment check assignment grade assignment time save return assignment student entire work check assignment lose already give feedback time app response bad
math class suck
app refresh stream assignment since period time assignment assign stream add use computer app absolutely useless currently programmed developer contact question prof understand problem last month app noth take space base developer feedback completely understood expect
work son work daughter account different name plz fix issue
frequent procrastinator stuck upload hell turn late idc anymore
open say try new account
much class duhh join classez much daw
say save file offline work
say could add account fifth time
lot trouble app
excellent computer terrible mobile device claim internet connection work work fine apps fix issue
great app low rate gliches time file work someth else thats post app time folder open r app open last rivew right say word big letter
bug report others still fix go write student work work blurry annotation press save app crash mark save clear cache storage uninstalled app shut tablet sent google feedback noth work sole reason school us google classroom bought tablet mark student work need immediate attention mark student work stylus
teacher make work instead bing car
fix edit stident hard use come edit sometimes text disappear disappointed app tsk
use work well teacher great mark save copy edit doc feedback however crash instead save doc loses note frustrate google seem want acknowledge issue awful update google response still try suggestion reinstall still awful
thing app try go class email work uhh mad due january go back school teacher go mad rate one
suck
ho check daily announcement say reftesh class unstable net stable net even tho click refresh many time refresh app dousnt still refresh
use classroom anymore like earlier bug allow save note offline drive
great download issue yet fix another issue show hand work try many way still say hand
even school work phone save anyth useless app
horrible download
unable download file offline
app work bad remove
add account keep get message could add account classroom try use another account
difficult navigate user interface assignment difficult load ppt file open option reorganize theme lack proper timeliness format especially assignment class work
improvement last month edit pdf save desig ur app per io write clearly
thank reply problem still persistent device try restart device clear cache even reinstall app yet still annotate student work
poor service save document student face issue note even teacher aware app app proper guide nonsense app
bad school test answer correctly accord system good
hate school hope get ban
terrible app submit answer button even select
google classroom still broken google drive update update google drive yet still save file offline edit reinstall gclassroom add account practically useless
face problem save file offline google classroomit ask install late version google drive already instal late version drivebut problem solve
past week use thought ok start work even go give link host class meet edit new problem log google account fix problem pronto cause lot problem u student download file online tbh app suck
bad try
app terrible accessable slightest
save file offline say need late version google drive already phone
access google classroom settle problem thank
plz fix problem app team google know one start support shaw quality app thnk u
everytime try upload file someth keep crash redo many time
hate school
download file offline always tell update google drive late version fix problem fix asap
try save file offline keep say google drive date even tho gdrive update tf wrong app
know class room code
stress stress
update apps download data offline google classroom
save file anymore
save offline file likea month halfoppsi forgot include uninstall instal likefour time already noth change
bad app option save file offline everytime asks updation updation also save file offline
unable download file
refresh access class look thing due
thing suck even switch account even though stable internet connection 
bad
good app get notify many assignment announcement teacher make thus make miss also would love read button notification part always notification unopened tho already see order get open go one one lastly problem upload assignment sometimes would upload would send moreover get scold teacher fault
problem save pdfs document file offline mode
good hard import specific file almost get fire
download file offline fix
hard time get class
noth load app since first instal
keep tell update drive date save file
work properly _
super laggy mobile device chromebooks lot well
use save offline feature long time co default take ton time open mb pdf even say update google drive despite late version fix google
awful try many time get start button put google account always say could add account try log another account miss many activity update professor waste time
worksheet suddenly freak app shut self last number need restart fix
teacher put assignment date release hardly happens suppose
bad app app open pdfs sent people pdfs even save
cause change name email tech grade email name google class make option add people write name email chose also change app name like u open write google classroom g u opition change name whatever want resons dispoint app show download app improve pz
let free lock bad app teacher like
even though google drive update still say update google drive fix fast
app work try use say someth like connect internet even though internet work everyth else
use download file except one day app save say need update late version try exam go google doc fix
slow install internet fine
log google account
recommend download whenever go find hella lot uncompleted assignment home work
unfortunately google classroom mobile buggy many feature
trash app
try make note offline say need update google drive new version new version update google drive available time bug guess
app work fine see update child classroom keep get error someth go wrong check internet connection
suck use school
save offline also try upgrade google drive noth work open class answer file sent back answer file edit make life easy back fix hand tire write answer quiz sent much go life add suffer
problem around feb samsung lite tablet usually press edit button write pdf save everyth pdf save anymore app crash go help page review suggest try every way possible uninstall reset reinstall clear data clear cache restart everytime ensure etc app issue happen last year well
guess u experience problem able download file save offline keep say update google drive even though update late version keep say update late version google classroom fix issue
whenever try log say access
even log account even try different device account still download
know whats go keep try download app day download
teacher save checked activity student say bug app google classroom get rid say bug
school nobody like
bru dumb asf say even log onto google classroom school account best ky bruv
bad application make new account sister create
hate app everytime try login google class say unexpected error
standard function like copy text work weird surely hard enable nope still available noth happens long press text
fix duck app even send homework dumbass
download tipe file google classroom mobile phone need someth quick anytime
bad
open powerpoints see submit work try suggest clear apps cache storage even restart phone still would work
download application
hard download work slow laggy
problem open file file see past one yes open file outside google classroom app online class seriously want save file want update google drive even though update already plus try log unto account want
say update drive late version clearly update review preliminary incompetency
know invite someone
hey whats wrong gc even save file offline whenever try save file offline asks update google drive update uninstalled instal classroom drive problem resolve fix bug
save file offline
save document offline even late version
bod teacher
app allow save file offline ahhhhhhhhhhh
struggle many month app could open preview jamboard teacher assign instead keep tell go update drive view mine already update another issue connect google meet could automatically attend meet clicked icon instead come google meet say could connect meet way
view assignment keep say check internet connection refresh class go wifi data even vpn see would work well sign google classroom poorly optimize app education
unable sign pliz help
school like
save file offline work try save school work offline keep say need update google drive even though already update
bad
bad ever
app inconvenient lag much
brings heartache
download file offline
save file offline work
save offline feature work try reinstall google drive ang google classroom help fix immediately
harrass type save wrong word print also unable correct
save file offline
download offline read
try reinstall app still problem let save file offline say update google drive eventhough already late version
hate
help help upload reasearch work hard doest upload wether pray god make deal devil upload due pm exact pm help try since
save file mark disappointed fix asap
fix save file offline button whenever try save file require download late version google drive already problem google classroom app google drive
upload damn file
f noise
download offline broken
refresh save ofline suck even tho update google drive say late version refresh rate suck bad fix
able sign init show could add account try later solve immediately want tp use classroom immediately
bad properly load thing laggy etc hate app
log try another user
save offline file work say need update google drive already latesr version fix asap
hate class
sign
grade problem late update
school nice really nice
save finish work whenever finish save daughter work munch visually appeal
switch sister account
super horrible use able mark submit assignment return marked script tap save even see marked script noth work even clear data
app broken allow save file offline use last update allow u save individual file uploaded material current update force u download file post material thing make furious download button prompt update google drive late version update month access note phone case class fellow use android
save file offline alway need update google drive already uninstall noth change fix problem month slow google team
try make file available offline say update google drive even though already update fix thanks
account work
bad thing every create
guy even create platformnaw school use torment student
save file offline show drive need update update
mission hard
app save annotation anymore matter many try
bad open lesson computer try google drive work want save file offline work fix
still crash know app info app mb storage use others mb
could use slide properly
student therefore naturally inclined despise application
hate
another setandforget offer google amaze kill yet probably
app stupid like school
bad app
bad app bad school ptm message etc
app load try reinstall update restart still work
every time try add work onto assignment work try save era everyth let submit try insert doc brings pdf even doc problem everyone else tablet compatible computer
search bar
app terrible use able use log matter
problem save file offline really helpful every time click save file offline tell update google drive late version already try clear data anyth think still save file
slow hell like even load class new assignment even wifi rlly good
save file offline work whenever tap save offline always say need update late version google drive already checked many time uninstall reinstall still luck saw similar situation mine reply say still noth even try clear cache data noth seem work
really easy like school
save file offline work
save file offline say need upgrade update version already update tf
look difficult secondaryhighschool bunch class get bunch homework use main source phone make use actually really annoy especially travel
make assignment would easy answer bottom yes yes
google classroom use great save markup andor annotation lose much work thank response reinstall many time clear cache several time difference work stop recently across device seem reach anyone help anywhere else
save offline work
hate school hate app hope go away
predominant teach tool ipad google classroom teach mark tool work ipad whenever open student work annotation see annotation mark work whats bad use samsung note circumvent issue samsung note annotation save marked student work time work incredibly frustrate google help wit end
app bad n critical app see since day mom give birth make sense put email reject pity pirri u guy know youre mess deal organizationthis nonsense
let start cult get low enough get ban let get ban
hate school
hate
add account
already update classroom drive reinstall app still give error require late version google drive
wownow even type comment post
sand pictutes bug every device
bad year ever
log sign
hat
save file offline feature suck download button previous version save file offline take soooo long update also turn transfer file wifi still slow even file mb connection always stable opt save file signal strong yeah still take long
save file offline always say require late version google drive drive already update try clear cache luck still restart phone still work someth asap link youre give lead google well fix bug give u useless answer rat youre app read comment first told none work
bad fluff app
website reason fail highschool
slow
laggy
unable download file offline try report issue noth noone help update google drive late version also try reinstall google drive classroom noth work month since able download file offline dire need option app let kept suggest update late version apps already late version fix
save file offline anymore say update google drive already update
app google drive already update numerous time google classroom app let save file offline
open
say access even though use school account already restart phone still work even uninstalled instal
google classroom kill child
horrible
save file offline tell update even though already date
tha hell bruh
login keep receive error message could add account classroom try use another account
big hunk fecal matter ever roam existance
step say still crash write student assessment save
download file
save open fdf
hate class
continuously crash try annotate pdfs try chromebooks different android phone clear cache uninstalled etc error
terrible
would rate good could search class
access join
app work great save grade work anymore
save file offline google classroom show need update gdrive even though already update
save file anymore keep say need update google drive late version whatever drive already date
download start use say could add account try another account still help
download file make available offline say switch late version drive even switch thing repeat suck lot
suck
usually great little squiggle icon longer appear open student google doc pdf mean write feedback use stylus click pencil icon allow write docpdf save file click floppy disc save icon extremely frustrate sent feedback google classroom several time receive help yet update try suggestion sadly work
use app samsung tablet tell login account reinstall approximately time still resolve
get really bore make people bore happy never like use
make school work much harder navigate
pretty sure everyone mostly hate school like mayberate one thats thought oooof
app suck
whats happen try uninstall since also experience save offline issue still work instal try restart say every reply still work student bring wifi school always load sim disaster fix
upload mb file fix
search button let u search specific assignment resource
hate school
terrible uploaded video like hour ago still complete minute long
hour work packet lose work becauwe let save anyth reason guess gon fail
lagy
app suck
previous version far well one full app work properly
junk take space
make app hat student atleast add darkmode add dark mode
even add gsuite account
hate school
click save file option google classroom show update late version save view file offline classroom even though uninstall reinstall umpteenth time google classroom drive show problem every timeplease rectify
show could add accountplease try later
log account help
download anyth offline keep tell update drive available update drive fail subject blame shareholder complacent mess company
already function try say restart phone clear cache reinstall app etc still respond still work waste time save file give u terible time respond feature tell help u especially student problem response others comment reply need tell spam reply
